"Root_ID"	"GRRoot"	"IERoot"	"OldRoot_ID"	"alpha"	"Def"	"Note"	"Phonetic"
485	"σπεῖρα"		8567	"σπειρα"	"coiled"		
486	"σπείρ"		8570	"σπειρ"	"sow"		
487	"σπεύδ"		8573	"σπευδ"	"hasten"		
488	"σπονδή"		8579	"σπονδη"	"drink offering"		
489	"σπουδή"		8588	"σπουδη"	"haste"		
490	"στάζ"		8593	"σταζ"	"drop"		
491	"στάθμη"		8596	"σταθμη"	"measure"		
492	"στασιάζ"		8603	"στασιαζ"	"rebel"		
493	"στέγος"		8613	"στεγος"	"roof"		
494	"στείχ"		8616	"στειχ"	"walk, a row?"		
495	"στέλλ"		8618	"στελλ"	"set in order"		
496	"στενός"		8619	"στενος"	"narrow, strait"		
497	"στερεός"		8626	"στερεος"	"stiff, solid"		
498	"στερέ"		8629	"στερε"	"deprive"		
499	"στέφ"		8636	"στεφ"	"put round"		
500	"στόμα"		8654	"στομα"	"mouth"		
501	"στρατία"		8670	"στρατια"	"army"		
502	"στροφή"		8680	"στροφη"	"turn"		
503	"στρῶμα"		8683	"στρωμα"	"spread"		
504	"στύγος"		8689	"στυγος"	"hate"		
505	"συκῆ"		8750	"συκη"	"fig tree"		
506	"σῦριγξ"		9052	"συριγξ"	"pipe"		
507	"σφάζ"		9079	"σφαζ"	"slay"		
508	"σφαῖρα"		9080	"σφαιρα"	"ball"		
509	"σφάλλ"		9085	"σφαλλ"	"slip"		
510	"σφενδονήτης"		9088	"σφενδονοτης"	"sling"		
511	"σφήξ"		9094	"σφηξ"	"wasp"		
512	"σφοδρός"		9100	"σφοδρος"	"violence"		
513	"σχεδόν"		9110	"σχεδον"	"close near"		
514	"σχέτλιος"		9113	"σχετλιος"	"unweariness"		
515	"σχῆμα"		9114	"σχημα"	"form, figure"		
516	"σχίζ"		9116	"σχιζ"	"split, cleave"		
517	"σχολή"		9122	"σχολη"	"spare time"		
518	"σῶμα"		9140	"σωμα"	"body"		
519	"σῶς"		9144	"σως"	"safe"		
520	"ταινία"		9163	"ταινια"	"a band"		
521	"τάλας"		9170	"ταλας"	"suffer, undergoe"		
522	"ταπεινός"		9187	"ταπεινος"	"low"		
523	"ταράσσ"		9191	"ταρασσ"	"stir-up"		
524	"τάσσ"		9198	"τασσ"	"arrange"		
525	"ταῦρος"		9203	"ταυρος"	"bull"		
526	"ταφή"		9208	"ταφη"	"burial"		
527	"ταχύς"		9215	"ταχυς"	"swift"		
528	"τείν"		9219	"τειν"	"stretch"		
529	"τεῖχος"		9228	"τειχος"	"wall"		
530	"τεκμήριον"		9230	"τεκμηριον"	"sign, proof"		
531	"τέκτων"		9236	"τεκτων"	"worker"		
532	"τελετή"		9243	"τελετη"	"initiation"		
533	"τέλλ"		9250	"τελλ"	"arise, accomplish"		
534	"τέλος"		9252	"τελος"	"completion"		
535	"τέμν"		9254	"τεμν"	"cut"		
536	"τέρπ"		9263	"τερπ"	"delight"		
537	"τέχνη"		9287	"τεχνη"	"art"		
538	"τήκ"		9300	"τηκ"	"melt"		
539	"τιθασός"		9309	"τιθασος"	"tame"		
540	"θε-, θη"		9311	"θε-, θη-"	"place"		
541	"τίκτ"		9314	"τικτ"	"give birth"		
542	"τιμή"		9321	"τιμη"	"pay honor"		
543	"τιμωρία"		9329	"τιμωρια"	"help, aid"		
544	"τίν"		9331	"τιν"	"pay"		
545	"τιτρώσκ"		9335	"τιτρωσκ"	"wound"		
546	"τόλμα"		9356	"τολμα"	"courage"		
547	"τόξον"		9369	"τοξον"	"bow"		
548	"τόπος"		9375	"τοπος"	"place"		
549	"τόρνος"		9377	"τορνος"			
550	"τράπεζα"		9391	"τραπεζα"	"table"		
551	"τραχύς"		9398	"τραχυς"	"rugged"		
552	"τρέμ"		9401	"τρεμ"	"tremble"		
553	"τρέφ"		9404	"τρεφ"	"thicken, nourish"		
554	"τρίβ"		9420	"τριβ"	"rub"		
555	"τρόπος"		9457	"τροπος"	"turn"		
556	"τροπός"		9458	"τροπος"	"thong"		
557	"τροχός"		9466	"τροχος"	"turn"		
558	"τρύπη"		9470	"τρυπη"	"hole"		
559	"τρυφή"		9473	"τρυφη"	"softness"		
560	"τύπτ"		9482	"τυπτ"	"beat"		
561	"τύραννος"		9487	"τυραννος"	"tyrant"		
562	"τυφλός"		9491	"τυφλος"	"blind"		
563	"τύχη"		9496	"τυχη"	"chance"		
564	"ὕβρις"		9507	"υβρις"			
565	"ὑγιής"		9516	"υγιης"	"health"		
566	"ὑγρός"		9518	"υγρος"	"moist"		
567	"ὕδωρ"		9527	"υδωρ"	"water"		
568	"ὕμνος"		9540	"υμνος"	"song"		
569	"ὕπνος"		9624	"υπνος"	"sleep"		
570	"ὕστερος"		9721	"υστερος"			
571	"ὑφή"		9729	"υφη"	"web"		
572	"ὕψος"		9739	"υψος"	"height"		
573	"φαίν"		9748	"φαιν"	"appear"		
574	"φάος"		9764	"φαος"	"light"		
575	"φάρμακον"		9774	"φαρμακον"	"medicine"		
576	"φαῦλος"		9792	"φαυλος"	"easy, slight"		
577	"φείδ"		9798	"φειδ"	"spare"		
578	"φέρ"		9808	"φερ"	"bear"		
579	"φυγ"		9810	"φυγ"	"flight"		
580	"φημί"		9815	"φημι"	"say"		
581	"φθείρ"		9822	"φθειρ"	"corrupt"		
582	"φθί"		9829	"φθι"	"decay"		
583	"φθόγγος"		9830	"φθογγος"	"clear sound"		
584	"φθόνος"		9834	"φθονος"	"envy"		
585	"φίλος"		9903	"φιλος"	"love"		
586	"φλυαρέ"		9935	"φλυαρε"	"silly talk"		
587	"φόβος"		9939	"φοβος"	"flight"		
588	"φόνος"		9950	"φονος"	"murder"		
589	"φράσσ"		9967	"φρασσ"	"fence in"		
590	"φράτηρ"		9968	"φρατηρ"	"brother"		
591	"φρήν"		9973	"φρην"	"midriff"		
592	"φρουρά"		9986	"φρουρα"	"look out"		
593	"φύλαξ"		10000	"φυλαξ"	"guard"		
594	"φυλή"		10003	"φυλη"	"tribe"		
595	"φύρ"		10009	"φυρ"	"mix"		
596	"φύ"		10023	"φυ"	"produce"		
597	"φωνή"		10026	"φωνη"	"sound"		
598	"χαίρ"		10037	"χαιρ"	"rejoice"		
599	"χαλεπός"		10041	"χαλεπος"	"difficult"		
600	"χαλινός"		10044	"χαλινος"	"bridle"		
601	"χαλκός"		10056	"χαλκος"	"bronze"		
602	"χαμαί"		10061	"χαμαι"	"on the earth"		
603	"χαρά"		10067	"χαρα"	"joy"		
604	"χάρις"		10075	"χαρις"	"grace"		
605	"χάσμη"		10087	"χασμη"	"gaping"		
606	"χειμών"		10095	"χειμων"	"winter"		
607	"χείρ"		10096	"χειρ"	"hand"		
608	"χέ"		10113	"χε"	"pour"		
609	"χθές"		10119	"χθες"	"yesterday"		
610	"χθών"		10121	"χθων"	"ground"		
611	"χλιδή"		10139	"χλιδη"	"delicate"		
612	"χολή"		10147	"χολη"	"bile"		
613	"χορός"		10157	"χορος"	"dance"		
614	"χραύ"		10161	"χραυ"	"scrape"		
615	"χρά"		10162	"χρα"	"use"		
616	"χρή"		10167	"χρη"	"necessary"		
617	"χρόνος"		10187	"χρονος"	"time"		
618	"χρυσός"		10193	"χρυσος"	"gold"		
619	"χρώς"		10196	"χρως"	"skin, color"		
620	"χύτρα"		10202	"χυτρα"	"pot"		
621	"χωλός"		10207	"χωλος"	"lame"		
622	"χωρέ"		10210	"χωρε"	"yield"		
623	"ψέγ"		10218	"ψεγ"	"blame"		
624	"ψεῦδος"		10226	"ψευδος"	"false"		
625	"ψῆφος"		10235	"ψηφος"	"pebble, vote"		
626	"ψιλός"		10240	"ψιλος"	"bare"		
627	"ψόφος"		10246	"ψοφος"	"noise"		
628	"ψυχή"		10254	"ψυχη"	"psyche"		
629	"ψῦχος"		10255	"ψυχος"	"cold"		
630	"ψώρα"		10262	"ψωρα"	"itch"		
631	"ὠδίς"		10271	"ωδις"	"labour pains"		
632	"ὠθέ"		10273	"ωθε"	"push"		
633	"ὠνή"		10278	"ωνη"	"buy"		
634	"ὥρα"		10282	"ωρα"	"period"		
635	"ὠφελέ"		10294	"ωφελε"	"help, aid"		
636	"ὤψ"		10298	"ωψ"	"face"		
640	"μίγ-"		6199	"μιγ-"	"mix"		
641	"μνη-"		6218	"μνη-"	"remember"		
643	"μέν-"		6033	"μεν-"	"stay, remain"		
644	"ἔργον"		3832	"εργον"	"work"		
645	"λείπ"		5665	"λειπ-"	"leave"		
646	"κτά"		5512	"κτα-"	"acquire, gain"		
647	"ἄγος"		87	"αγος"	"religious awe"		
648	"ἔνν"		562	"ενν"	"wear"		
649	"ἑκών"		3098	"εκων"	"willing"		
650	"ἀντί"		922	"αντι"	"opposed"		
651	"αἶνο"		3477	"αινο"	"praise"		
652	"φῦσα"		10011	"φυσα-"	"blow up"		
653	"οἴγ"		875	"οιγ-"	"open"		
654	"λαγχ"		5624	"λαγχ-"	"obtain by lot"		
655	"ἀρτά"		732	"αρτα"	"hang"		
656	"κρότο"		5506	"κροτο-"	"strike, rattle"		
657	"ἥκ"		4297	"ηκ"	"come"		
658	"μέλ"		6021	"μελ-"	"care"		
659	"κέλ"		5204	"κελ-"	"urge on"		
660	"ἔοικα"		3459	"εοικα"	"like"		
661	"κύπ"		664	"κυπ-"	"stoop, peep?"		
662	"κύ"		5597	"κυ-"	"swell"		
663	"κύων"		5598	"κυων-"	"dog"		
664	"καί"		4892	"και-"	"burn"		
665	"καιρό"		4890	"καιρο-"	"at the right time?"		
666	"κίνδυνο"		5285	"κινδυνο-"	"danger"		
667	"ὡς"		10287	"ως"			
668	"μέλος"		6020	"μελος-"	"limb"		
669	"μέλας"		5994	"μελας"	"black"		
670	"μείρ"		5982	"μειρ-"	"part"		
671	"μοιχός"		6262	"μοιχος"	"adulterer"		
672	"μέρος"		6045	"μερος"	"part"		
673	"τηρός"		9306	"τηρος"	"look out"		
674	"πάτηρ"		7317	"πατηρ"	"father"		
675	"πάτος"		7315	"πατος"	"tread"		
676	"μαν"		5846	"μαν-"	"rage"		
677	"μέτρον"		6141	"μετρον"	"measure"		
678	"ἐλαύν"		3108	"ελαυν"	"drive"		
679	"λάμπ"		5643	"λαμπ-"	"light"		
680	"εἴκ"		2922	"εικ-"	"yield"		
681	"ἔρδ"		3834	"ερδ"	"do"		
682	"ἔλεος"		3126	"ελεος"	"pity"		
683	"νόσος"		6489	"νοσος"	"sick"		
684	"νοτίς"		6493	"νοτις"	"wet"		
685	"βιβρώ"		2267	"βιβρςω-"	"eat"		
686	"ἐπείγ"		3535	"επειγ"	"press down"		
687	"είργ"		1085	"ειργ"	"keep asunder"		
688	"εἴρ"		2942	"ειρ"	"string together"		
689	"μισθός"		6229	"μισθος"	"hire"		
690	"μῖσος"		6240	"μισος"	"hate"		
691	"ἔλεγχος"		3119	"ελεγχος"	"cross-examination"		
692	"εὑρί"		4098	"ευρι-"	"discover"		
693	"ἔχθος"		4188	"εχθοςδ"	"hate"		
694	"τυπό"		9481	"τυπο"	"mould, form"		
695	"ζέ"		4215	"ζε-"	"boil"		
696	"κομιδή"		5396	"κομιδη"	"care"		
697	"κομψός"		5401	"κομψος"	"well-dressed"		
698	"κόμη"		5393	"κομη"	"hair"		
699	"λάλος"		5636	"λαλος"	"talkative"		
700	"λεῖος"		5661	"λειος"	"smooth"		
701	"λευκός"		5685	"λευκος"	"bright"		
702	"λίθος"		5729	"λιθος"	"stone"		
703	"λίνον"		5742	"λινον"	"flax"		
704	"λιγύς"		5720	"λιγυς"	"whistling"		
705	"λῆρος"		5708	"ληρος"	"silly talk"		
706	"λοιδορία"		5770	"λοιδορια"	"abuse"		
707	"μειδια"		5970	"μειδια"	"smile"		
708	"μορφή"		6291	"μορφη"	"shape"		
709	"μῦθος"		6312	"μυθος"	"story"		
710	"μέθη"		5958	"μεθη"	"drink"		
711	"νεύ"		6423	"νευ"	"nod"		
712	"εὐχή"		4147	"ευχη"	"prayer"		
713	"πόλις"		7765	"πολις"	"city"		
714	"πολιός"		7764	"πολιος"	"gray"		
715	"πολέ"		7757	"πολε"	"go about"		
716	"ὁδά"		6567	"οδα"	"sell"		
717	"ἔρως"		3901	"ερως"	"love"		
718	"ξέ"		6544	"ξε"	"polish, scrape"		
719	"ετάζ"		3420	"εταζ"	"examine, test"		
720	"ερευνά"		8938	"ερευνα"	"seek"		
721	"πετάννυ"		705	"πεταννυ"	"spread out"		
722	"παί"		7085	"παι"	"strike"		
723	"ῥῖγος"		8331	"ριγος"	"cold"		
724	"ῥίζα"		8333	"ριζα"	"root"		
725	"ῥώμη"		8359	"ρωμη"	"strength"		
726	"εἰρήνη"		2940	"ειρηνη"	"peace"		
727	"ἐγκώμιος"		2861	"εγκωμιος"	"praise"		
728	"αρνος"		3401	"αρνος"	"deny"		
729	"κυβερνά"		5531	"κυβερνα"	"pilot"		
730	"κόσμος"		5438	"κοσμος"	"order"		
731	"κολού"		5385	"κολου"	"curtail"		
732	"κολάζ"		5370	"κολαζ"	"curtail, chastise?"		
733	"κολυμβητής"		5388	"κολυμβητης"	"diver"		
734	"κοῦφος"		5445	"κουφος"	"light, nimble"		
735	"κῆδος"		5248	"κηδος"	"care, distress"		
736	"κῆπος"		5256	"κηπος"	"garden"		
737	"κεραμεία"		5215	"κεραμεια"	"pottery"		
738	"κέντρον"		5211	"κεντρον"	"goad"		
739	"καρπός"		4963	"καρπος"	"fruit"		
740	"φοιτά"		9942	"φοιτα"	"go to and fro"		
741	"φλέγ"		9929	"φλεγ"	"flame"		
742	"νίκη"		6449	"νικη"	"victory"		
743	"ἡνίκα"		4334	"ηνικα"	"which time"		
744	"ερεσσ"		9618	"ερεσσ"	"row"		
746	"κῆρυξ"		5267	"κηρυξ"	"herald"		
747	"κηλέ"		5252	"κηλε"	"bewitch"		
748	"κηρός"		5265	"κηρος"	"bees wax"		
749	"φράσις"		9966	"φρασις"	"say"		
750	"σφραγίς"		9104	"σφραγις"	"seal"		
751	"ὀσμή"		6936	"οσμη"	"smell"		
752	"κεφαλή"		5242	"κεφαλη"	"head"		
753	"ἀρκέ"		1407	"αρκε"	"?ward off/sufficient"		
754	"ἀκέ"		317	"ακε"	"heal"		
755	"οἰδέ"		6592	"οιδε"	"swell"		
756	"δάκν"		2118	"δακν"	"bite"		
757	"κνά"		5340	"κνα"	"scrape"		
758	"κερματίζ"		5239	"κερματιζ"	"cut small"		
759	"λείβ"		5659	"λειβ"	"pour"		
760	"δολερός"		2671	"δολερος"	"deceptive"		
761	"δέμ"		2173	"δεμ"	"build"		
762	"ἐπιτηδεύ"		3751	"επιτηδευ"	"practise"		
763	"ληίζ"		5697	"ληιζ"	"seize booty"		
764	"λοχεία"		5778	"λοχεια"	"childbirth"		
765	"εὔκολος"		4030	"ευκολος"	"content"		
766	"ὄμνυ"		6734	"ομνυ"	"swear"		
767	"μνηστήρ"		6253	"μνηστηρ"	"suitor, woo"		
768	"μέριμνα"		6039	"μεριμνα"	"care"		
769	"αὐχήν"		1665	"αυχην"	"neck"		
770	"αὐχμός"		1668	"αυχμος"	"dry, squalid"		
771	"ἑταῖρος"		3933	"εταιρος"	"companion"		
772	"ἑτοῖμος"		3948	"ετοιμος"	"ready"		
773	"ἕτερος"		3940	"ετρρος"	"other of two"		
774	"μῆκος"		6159	"μηκος"	"length"		
775	"μηθής"		3667	"μηθης"	"thought"		
776	"μήτηρ"		6174	"μητηρ"	"mother"		
777	"ἀήρ"		195	"αηρ"	"air"		
778	"μεταλλεία"		6094	"μεταλλεια"	"metal"		
779	"ἅλλ"		445	"αλλ"	"jump"		
780	"Βάκχος"		1769	"Βακχος"	"Bacchus"		
781	"λύκος"		5787	"λυκος"	"wulf"		
782	"λώβη"		5819	"λωβη"	"outrage"		
783	"λέγω2"		8757	"λεγω2"	"collect"		
784	"ὀφλισκάν"		7014	"οφλισκαν"	"owe"		
785	"φλέψ"		9931	"φλεψ"	"vein"		
786	"δαμάζ"		2125	"δαμαζ"	"overpower"		
787	"κομέ"		5392	"κομε"	"take care of"		
788	"ἐρυθρός"		3890	"ερυθρος"	"red"		
789	"θραύ"		4588	"θραυ"	"break"		
790	"θρίξ"		4597	"θριξ"	"hair"		
791	"ἄρθρον"		1380	"αρθρον"	"joint"		
792	"θρυλέ"		4602	"θρυλε"	"babble"		
793	"θρόνος"		4600	"θρονος"	"chair"		
794	"ἐλεύθερος"		3133	"ελευθερος"	"free"		
795	"σκέλος"		8465	"σκελος"	"leg"		
796	"ἀρέσκ"		1375	"αρεσκ"	"make good"		
797	"ἕπ"		3793	"επ"	"follow"		
798	"ὄρχησις"		6925	"ορχησις"	"dance"		
799	"παχύς"		7338	"παχυς"	"thick"		
800	"ὁσάκις"		6930	"οσακις"	"many times"		
801	"ὁρμέ"		6898	"ορμε"	"lie at anchor"		
802	"ἄλη"		409	"αλη"	"wandering"		
803	"δρῦς"		2730	"δρυς"	"tree"		
804	"χχχ"		0		"midwifery"		
805	"ὄνειδος"		6791	"ονειδος"	"reproach"		
806	"κέρας"		5226	"κερας"	"horn"		
807	"ἐρείδ"		3839	"ερειδ"	"fix, prop"		
808	"ἑλίσσ"		3141	"ελισσ"	"turn round"		
809	"ἀναλίσκ"		670	"αναλισκ"	"spend, use up"		
810	"ἀρτύ"		3404	"αρτυ"	"prepare"		
811	"ὀργή"		6867	"οργη"	"impulse"		
812	"πύργος"		8254	"πυργος"	"tower"		
813	"ἔργνυ"		3831	"εργνυ"	"close, shut"		
814	"ἐλπίς"		3166	"ελπις"	"hope"		
815	"ἔλαιος"		3101	"ελαιος"	"olive"		
816	"κρεμάννυ"		5472	"κρεμαννυ"	"hang"		
817	"χώννυ"		5135	"χωννυ"	"heap up"		
818	"εὖρος"		4100	"ευρος"	"width"		
819	"ἕψω"		4198	"εψεω"	"boil"		
820	"μύ"		6342	"μυ"	"close"		
822	"ὑετός"		9528	"υετος"	"rain"		
823	"πράγ"		7883	"πραγ"	"do, accomplish, pass over"		
824	"πυθ"		8249	"πυθ"	"learn"		
825	"ρήγνυ"		7491	"ρηγνυ"	"break"		
826	"περαίν"		7410	"περαιν"	"finish"		
827	"περάω2"		7416	"περαω"	"export, carry beyond"		
828	"ψήχ"		10237	"ψηχ"	"rub"		
829	"ψηλαφά"		10230	"ψηλαφα"	"feel, grope"		
830	"ἀφύσσ"		1712	"αφυσσ"	"draw"		
831	"κωφός"		5619	"κωφος"	"blunt, dull"		
832	"κτύπος"		5524	"κτυπος"	"crash"		
833	"ἕλκος"		3143	"ελκος"	"wound"		
834	"ἑορτή"		3462	"εορτη"	"festival"		
835	"ἔσχατος"		3926	"εσχατος"	"outermost"		
836	"μένος"		6031	"μενος"	"strength, might"		
838	"ολοφύρ"		877	"ολοφυρ"	"wail"		
839	"κρύπτ"		5509	"κρυπτ"	"hide"		
840	"θρύπτ"		4603	"θρυπτ"	"break into pieces"		
841	"ἑστία"		3919	"εστια"	"hearth"		
842	"οἴχ"		6668	"οιχ"	"go"		
843	"ἐπίστα"		3717	"επιστα"	"know"		
844	"δρέπ"		2721	"δρεπ"	"pluck, cull"		
845	"πέρθ"		7420	"περθ"	"destroy"		
846	"ἠθέ"		4290	"ηθε"	"sift"		
847	"τετραίν"		9275	"τετραιν"	"pierce"		
848	"μέσος"		6055	"μεσος"	"middle"		
849	"μεστός"		6061	"μεστος"	"fill"		
850	"μιαίν"		6196	"μιαιν"	"stain"		
851	"Μοῦσα"		6294	"μουσα"	"muse"		
852	"δαρθάν"		5002	"δαρθαν"	"sleep"		
853	"κιθαρίζ"		5271	"κιθαριζ"	"harp"		
854	"κισσός"		5292	"κισσος"	"ivy"		
855	"πλῆθος"		7668	"πληθης"	"great multitude"		
856	"πολύς"		7811	"πολυς"	"many"		
857	"παλαιός"		7089	"παλαιος"	"old"		
858	"πρέσβυς"		7894	"πρεσβυς"	"old man"		
860	"μικρός"		6206	"μικρος"	"small"		
861	"ὄφελος"		7007	"οφελος"	"advantage"		
862	"ὀφείλ"		7005	"οφειλ"	"owe"		
863	"γυῖον"		2083	"γυιον"	"limb"		
864	"οὐρανός"		6990	"ουρανος"	"heaven"		
865	"κυβεία"		5529	"κυβεια"	"cube, dice"		
866	"πλάσιος"		7772	"πλασιος"	"times?"		
867	"ἐλασσό"		3104	"ελασσο"	"less"		
868	"νέ"		6426	"νε"	"swim"		
869	"πρί"		7901	"πρι"	"saw"		
870	"μάσσ"		3043	"μασσ"	"wipe"		
871	"ορύσσ"		2611	"ορυσσ"	"dig"		
872	"ὀπτός"		6853	"οπτος"	"roast"		
873	"ὀνίνη"		6799	"ονινη"	"profit"		
874	"ἔρις"		3863	"ερις"	"strife"		
875	"ἕρκος"		3868	"ερκος"	"wall"		
876	"κερκίς"		5236	"κερκις"	"?web, comb"		
877	"ὄρεσ"		6908	"ορεσ"	"mountain"		
878	"ῥύπος"		8351	"ρυπος"	"dirt"		
879	"ῥύ"		8350	"ρυ"	"draw to oneself"		
880	"πιέζ"		7574	"πιεζ"	"press"		
881	"ὀξύς"		6818	"οξυς"	"sharp"		
882	"μῆτις"		6178	"μητις"	"advice"		
883	"μῆνις"		6163	"μηνις"	"wrath"		
884	"λῃστής"		5712	"ληστης"	"robber"		
885	"λιπαρής"		5745	"λιπαρης"	"persisting"		
