Word_ID	Dialog ID	pword_id
5585	29	5656
5585	30	5656
5585	31	5656
5585	32	5656
5585	33	5656
5585	34	5656
5585	35	5656
5585	36	5656
5586	1	5657
5586	2	5657
5586	3	5657
5586	4	5657
5586	5	5657
5586	6	5657
5586	7	5657
5586	8	5657
5586	9	5657
5586	10	5657
5586	11	5657
5586	12	5657
5586	13	5657
5586	14	5657
5586	15	5657
5586	16	5657
5586	17	5657
5586	18	5657
5586	19	5657
5586	20	5657
5586	21	5657
5586	22	5657
5586	23	5657
5586	24	5657
5586	25	5657
5586	26	5657
5586	27	5657
5586	28	5657
5586	29	5657
5586	30	5657
5586	31	5657
5586	32	5657
5586	33	5657
5586	34	5657
5586	35	5657
5586	36	5657
5587	13	5658
5587	17	5658
5587	27	5658
5587	28	5658
5587	30	5658
5587	32	5658
5587	36	5658
5588	30	5659
5588	36	5659
5589	7	5660
5589	12	5660
5589	17	5660
5589	27	5660
5589	30	5660
5589	31	5660
5590	6	5661
5590	7	5661
5590	13	5661
5590	17	5661
5590	21	5661
5590	27	5661
5590	28	5661
5590	30	5661
5590	31	5661
5590	32	5661
5590	34	5661
5590	36	5661
5591	12	5662
5591	26	5662
5591	36	5662
5592	8	5663
5592	30	5663
5593	8	5664
5593	30	5664
5594	1	5665
5594	3	5665
5594	4	5665
